Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
"Ambikasaran S., Foreman-Mackey D., Greengard L., Hogg D.W., O'Neil M.","Fast Direct Methods for Gaussian Processes",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","2", 7130620,"252","265",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962053105&doi=10.1109%2fTPAMI.2015.2448083&partnerID=40&md5=b420bfec57972eef39e1bb5bf29051bc","A number of problems in probability and statistics can be addressed using the multivariate normal (Gaussian) distribution. In the one-dimensional case, computing the probability for a given mean and variance simply requires the evaluation of the corresponding Gaussian density. In the n -dimensional setting, however, it requires the inversion of an n × n covariance matrix, C , as well as the evaluation of its determinant, det (C). In many cases, such as regression using Gaussian processes, the covariance matrix is of the form C = σ2 I + K , where K is computed using a specified covariance kernel which depends on the data and additional parameters (hyperparameters). The matrix C is typically dense, causing standard direct methods for inversion and determinant evaluation to require O(n3) work. This cost is prohibitive for large-scale modeling. Here, we show that for the most commonly used covariance functions, the matrix C can be hierarchically factored into a product of block low-rank updates of the identity matrix, yielding an O (n2, n) algorithm for inversion. More importantly, we show that this factorization enables the evaluation of the determinant (C), permitting the direct calculation of probabilities in high dimensions under fairly broad assumptions on the kernel defining K. Our fast algorithm brings many problems in marginalization and the adaptation of hyperparameters within practical reach using a single CPU core. The combination of nearly optimal scaling in terms of problem size with high-performance computing resources will permit the modeling of previously intractable problems. We illustrate the performance of the scheme on standard covariance kernels. © 1979-2012 IEEE.","Bayesian analysis; Covariance matrix; Ction; Determinant; Direct solver; Fast multipole method; Hierarchical off-diagonal low-rank; Likelihood"
"Kolesov I., Lee J., Sharp G., Vela P., Tannenbaum A.","A Stochastic Approach to Diffeomorphic Point Set Registration with Landmark Constraints",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","2", 7130637,"238","251",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962071093&doi=10.1109%2fTPAMI.2015.2448102&partnerID=40&md5=3dde402d3b9325b00d6cfa803e49bc4a","This work presents a deformable point set registration algorithm that seeks an optimal set of radial basis functions to describe the registration. A novel, global optimization approach is introduced composed of simulated annealing with a particle filter based generator function to perform the registration. It is shown how constraints can be incorporated into this framework. A constraint on the deformation is enforced whose role is to ensure physically meaningful fields (i.e., invertible). Further, examples in which landmark constraints serve to guide the registration are shown. Results on 2D and 3D data demonstrate the algorithm's robustness to noise and missing information. © 1979-2012 IEEE.","constrained optimization; deformable registration; Point set"
"Domokos C., Kato Z.","Realigning 2D and 3D Object Fragments without Correspondences",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7138636,"195","202",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961572714&doi=10.1109%2fTPAMI.2015.2450726&partnerID=40&md5=11db09b53a6d6aab62e474a1bd2e9588","This paper addresses the problem of simultaneous estimation of different linear deformations, resulting in a global non-linear transformation, between an original object and its broken fragments. A general framework is proposed without using correspondences, where the solution of a polynomial system of equations directly provides the parameters of the alignment. We quantitatively evaluate the proposed algorithm on a large synthetic dataset containing 2D and 3D images, where linear (rigid-body and affine) transformations are considered. We also conduct an exhaustive analysis of the robustness against segmentation errors and the numerical stability of the proposed method. Moreover, we present experiments on 2D real images as well as on volumetric medical images. © 1979-2012 IEEE.","affine puzzle; Image registration; locally linear deformation; realignment of broken fragments"
"Girshick R., Donahue J., Darrell T., Malik J.","Region-Based Convolutional Networks for Accurate Object Detection and Segmentation",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7112511,"142","158",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961595279&doi=10.1109%2fTPAMI.2015.2437384&partnerID=40&md5=f5625ad24a55f8ec458eadf4201f5871","Object detection performance, as measured on the canonical PASCAL VOC Challenge datasets, plateaued in the final years of the competition. The best-performing methods were complex ensemble systems that typically combined multiple low-level image features with high-level context. In this paper, we propose a simple and scalable detection algorithm that improves mean average precision (mAP) by more than 50 percent relative to the previous best result on VOC 2012 - achieving a mAP of 62.4 percent. Our approach combines two ideas: (1) one can apply high-capacity convolutional networks (CNNs) to bottom-up region proposals in order to localize and segment objects and (2) when labeled training data are scarce, supervised pre-training for an auxiliary task, followed by domain-specific fine-tuning, boosts performance significantly. Since we combine region proposals with CNNs, we call the resulting model an R-CNN or Region-based Convolutional Network. Source code for the complete system is available at http://www.cs.Berkeley.edu/rbg/rcnn. © 1979-2012 IEEE.","Convolutional Networks; Deep Learning; Detection; Object Recognition; Semantic Segmentation; Transfer Learning"
"Zhu F., Chen G., Hao J., Heng P.-A.","Blind Image Denoising via Dependent Dirichlet Process Tree",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","PP","99", 7557070,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988499919&doi=10.1109%2fTPAMI.2016.2604816&partnerID=40&md5=3ac99665b0ce4752017931a87e367602","Most existing image denoising approaches assumed the noise to be homogeneous white Gaussian distributed with known intensity. However, in real noisy images, the noise models are usually unknown beforehand and can be much more complex. This paper addresses this problem and proposes a novel blind image denoising algorithm to recover the clean image from noisy one with the unknown noise model. To model the empirical noise of an image, our method introduces the mixture of Gaussian distribution, which is flexible enough to approximate different continuous distributions. The problem of blind image denoising is reformulated as a learning problem. The procedure is to first build a two-layer structural model for noisy patches and consider the clean ones as latent variable. To control the complexity of the noisy patch model, this work proposes a novel Bayesian nonparametric prior called 'Dependent Dirichlet Process Tree' to build the model. Then, this study derives a variational inference algorithm to estimate model parameters and recover clean patches. We apply our method on synthesis and real noisy images with different noise models. Comparing with previous approaches, ours achieves better performance. The experimental results indicate the efficiency of the proposed algorithm to cope with practical image denoising tasks. © 1979-2012 IEEE.","Bayesian nonparametrics; Blind image denoising; dependent Dirichlet process; noise modeling; patch modeling; variational inference"
"Tumpach A.B., Drira H., Daoudi M., Srivastava A.","Gauge Invariant Framework for Shape Analysis of Surfaces",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7102748,"46","59",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961661604&doi=10.1109%2fTPAMI.2015.2430319&partnerID=40&md5=6f66a72b5a96b027813ad921f37c51fb","This paper describes a novel framework for computing geodesic paths in shape spaces of spherical surfaces under an elastic Riemannian metric. The novelty lies in defining this Riemannian metric directly on the quotient (shape) space, rather than inheriting it from pre-shape space, and using it to formulate a path energy that measures only the normal components of velocities along the path. In other words, this paper defines and solves for geodesics directly on the shape space and avoids complications resulting from the quotient operation. This comprehensive framework is invariant to arbitrary parameterizations of surfaces along paths, a phenomenon termed as gauge invariance. Additionally, this paper makes a link between different elastic metrics used in the computer science literature on one hand, and the mathematical literature on the other hand, and provides a geometrical interpretation of the terms involved. Examples using real and simulated 3D objects are provided to help illustrate the main ideas. © 1979-2012 IEEE.","3D surfaces; geodesics; Riemannian metric"
"Brandao M., Ferreira R., Hashimoto K., Takanishi A., Santos-Victor J.","On Stereo Confidence Measures for Global Methods: Evaluation, New Model and Integration into Occupancy Grids",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7112529,"116","128",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961578459&doi=10.1109%2fTPAMI.2015.2437381&partnerID=40&md5=9a92c6cbdbd79bb992fd21d7839f63aa","Stereo confidence measures are important functions for global reconstruction methods and some applications of stereo. In this article we evaluate and compare several models of confidence which are defined at the whole disparity range. We propose a new stereo confidence measure to which we call the Histogram Sensor Model (HSM), and show how it is one of the best performing functions overall. We also introduce, for parametric models, a systematic method for estimating their parameters which is shown to lead to better performance when compared to parameters as computed in previous literature. All models were evaluated when applied to two different cost functions at different window sizes and model parameters. Contrary to previous stereo confidence measure benchmark literature, we evaluate the models with criteria important not only to winner-take-all stereo, but also to global applications. To this end, we evaluate the models on a real-world application using a recent formulation of 3D reconstruction through occupancy grids which integrates stereo confidence at all disparities. We obtain and discuss our results on both indoors' and outdoors' publicly available datasets. © 1979-2012 IEEE.","3D reconstruction; confidence; occupancy grids; stereo matching; Stereo vision; uncertainty"
"Haene C., Zach C., Cohen A., Pollefeys M.","Dense Semantic 3D Reconstruction",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","PP","99", 7575643,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991658393&doi=10.1109%2fTPAMI.2016.2613051&partnerID=40&md5=4948b8c064548391d8c6eb9510b8c3b0","Both image segmentation and dense 3D modeling from images represent an intrinsically ill-posed problem. Strong regularizers are therefore required to constrain the solutions from being 'too noisy'. These priors generally yield overly smooth reconstructions and/or segmentations in certain regions while they fail to constrain the solution sufficiently in other areas. In this paper, we argue that image segmentation and dense 3D reconstruction contribute valuable information to each other's task. As a consequence, we propose a mathematical framework to formulate and solve a joint segmentation and dense reconstruction problem. On the one hand knowing about the semantic class of the geometry provides information about the likelihood of the surface direction. On the other hand the surface direction provides information about the likelihood of the semantic class. Experimental results on several data sets highlight the advantages of our joint formulation. We show how weakly observed surfaces are reconstructed more faithfully compared to a geometry only reconstruction. Thanks to the volumetric nature of our formulation we also infer surfaces which cannot be directly observed for example the surface between the ground and a building. Finally, our method returns a semantic segmentation which is consistent across the whole dataset. © 2016 IEEE.","Convex Formulation; Multi-Label Segmentation; Semantic 3D Modeling; Semantic Labeling; Volumetric Reconstruction"
"Amor B.B., Su J., Srivastava A.","Action Recognition Using Rate-Invariant Analysis of Skeletal Shape Trajectories",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7115162,"1","13",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961618626&doi=10.1109%2fTPAMI.2015.2439257&partnerID=40&md5=3026a1646131f7b6af201f7923fe9318","We study the problem of classifying actions of human subjects using depth movies generated by Kinect or other depth sensors. Representing human body as dynamical skeletons, we study the evolution of their (skeletons') shapes as trajectories on Kendall's shape manifold. The action data is typically corrupted by large variability in execution rates within and across subjects and, thus, causing major problems in statistical analyses. To address that issue, we adopt a recently-developed framework of Su et al. [1] , [2] to this problem domain. Here, the variable execution rates correspond to re-parameterizations of trajectories, and one uses a parameterization-invariant metric for aligning, comparing, averaging, and modeling trajectories. This is based on a combination of transported square-root vector fields (TSRVFs) of trajectories and the standard Euclidean norm, that allows computational efficiency. We develop a comprehensive suite of computational tools for this application domain: smoothing and denoising skeleton trajectories using median filtering, up- and down-sampling actions in time domain, simultaneous temporal-registration of multiple actions, and extracting invertible Euclidean representations of actions. Due to invertibility these Euclidean representations allow both discriminative and generative models for statistical analysis. For instance, they can be used in a SVM-based classification of original actions, as demonstrated here using MSR Action-3D, MSR Daily Activity and 3D Action Pairs datasets. Using only the skeletal information, we achieve state-of-the-art classification results on these datasets. © 1979-2012 IEEE.","Action Recognition; Depth sensors; Manifold Trajectories; Riemannian geometry; Skeletal data"
"Ngo D.T., Ostlund J., Fua P.","Template-Based Monocular 3D Shape Recovery Using Laplacian Meshes",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7110605,"172","187",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961584100&doi=10.1109%2fTPAMI.2015.2435739&partnerID=40&md5=c5e95b2b2251de1542ae3f9928d22605","We show that by extending the Laplacian formalism, which was first introduced in the Graphics community to regularize 3D meshes, we can turn the monocular 3D shape reconstruction of a deformable surface given correspondences with a reference image into a much better-posed problem. This allows us to quickly and reliably eliminate outliers by simply solving a linear least squares problem. This yields an initial 3D shape estimate, which is not necessarily accurate, but whose 2D projections are. The initial shape is then refined by a constrained optimization problem to output the final surface reconstruction. Our approach allows us to reduce the dimensionality of the surface reconstruction problem without sacrificing accuracy, thus allowing for real-time implementations. © 1979-2012 IEEE.","Deformable surfaces; Laplacian formalism; Monocular shape recovery"
"Cho D., Kim S., Tai Y.-W., Kweon I.S.","Automatic Trimap Generation and Consistent Matting for Light-Field Images",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","PP","99", 7562518,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988312224&doi=10.1109%2fTPAMI.2016.2606397&partnerID=40&md5=5e152d2e9cb0e90472f4cdcd2a05c139","In this paper, we introduce an automatic approach to generate trimaps and consistent alpha mattes of foreground objects in a light-field image. Our method first performs binary segmentation to roughly segment a light-field image into foreground and background based on depth and color. Next, we estimate accurate trimaps through analyzing color distribution along the boundary of the segmentation using guided image filter and KL-divergence. In order to estimate consistent alpha mattes across sub-images, we utilize the epipolar plane image (EPI) where colors and alphas along the same epipolar line must be consistent. Since EPI of foreground and background are mixed in the matting area, we propagate the EPI from definite foreground/background regions to unknown regions by assuming depth variations within unknown regions are spatially smooth. Using the EPI constraint, we derive two solutions to estimate alpha when color samples along epipolar line are known, and unknown. To further enhance consistency, we refine the estimated alpha mattes by using the multi-image matting Laplacian with an additional EPI smoothness constraint. In experimental evaluations, we have created a dataset where the ground truth alpha mattes of light-field images were obtained by using the blue screen technique. A variety of experiments show that our proposed algorithm produces both visually and quantitatively high-quality alpha mattes for light-field images. © 1979-2012 IEEE.","Image Matting; Light-Field Image; Trimap"
"Lian W., Zhang L., Yang M.-H.","An Efficient Globally Optimal Algorithm for Asymmetric Point Matching",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","PP","99", 7555337,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988474851&doi=10.1109%2fTPAMI.2016.2603988&partnerID=40&md5=bf346ac1363446d694063b6e20152a62","Although the robust point matching algorithm has been demonstrated to be effective for non-rigid registration, there are several issues with the adopted deterministic annealing optimization technique. First, it is not globally optimal and regularization on the spatial transformation is needed for good matching results. Second, it tends to align the mass centers of two point sets. To address these issues, we propose a globally optimal algorithm for the robust point matching problem where each model point has a counterpart in scene set. By eliminating the transformation variables, we show that the original matching problem is reduced to a concave quadratic assignment problem where the objective function has a low rank Hessian matrix. This facilitates the use of large scale global optimization techniques. We propose a branch-and-bound algorithm based on rectangular subdivision where in each iteration, multiple rectangles are used to increase the chances of subdividing the one containing the global optimal solution. In addition, we present an efficient lower bounding scheme which has a linear assignment formulation and can be efficiently solved. Extensive experiments on synthetic and real datasets demonstrate the proposed algorithm performs favorably against the state-of-the-art methods in terms of robustness to outliers, matching accuracy, and run-time. © 1979-2012 IEEE.","branch and bound; concave optimization; linear assignment; point correspondence; robust point matching"
"Donahue J., Hendricks L.A., Rohrbach M., Venugopalan S., Guadarrama S., Saenko K., Darrell T.","Long-term recurrent convolutional networks for visual recognition and description",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","PP","99", 7558228,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988362667&doi=10.1109%2fTPAMI.2016.2599174&partnerID=40&md5=10afdaf946bc7e58d179fb39f5b0aac3","Models based on deep convolutional networks have dominated recent image interpretation tasks; we investigate whether models which are also recurrent are effective for tasks involving sequences, visual and otherwise. We describe a class of recurrent convolutional architectures which is end-to-end trainable and suitable for large-scale visual understanding tasks, and demonstrate the value of these models for activity recognition, image captioning, and video description. In contrast to previous models which assume a fixed visual representation or perform simple temporal averaging for sequential processing, recurrent convolutional models are 'doubly deep' in that they learn compositional representations in space and time. Learning long-term dependencies is possible when nonlinearities are incorporated into the network state updates. Differentiable recurrent models are appealing in that they can directly map variable-length inputs (e.g., videos) to variable-length outputs (e.g., natural language text) and can model complex temporal dynamics; yet they can be optimized with backpropagation. Our recurrent sequence models are directly connected to modern visual convolutional network models and can be jointly trained to learn temporal dynamics and convolutional perceptual representations. Our results show that such models have distinct advantages over state-of-the-art models for recognition or generation which are separately defined or optimized. © 1979-2012 IEEE.",
"Lyzinski V., Fishkind D.E., Fiori M., Vogelstein J.T., Priebe C.E., Sapiro G.","Graph Matching: Relax at Your Own Risk",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7091002,"60","73",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961627441&doi=10.1109%2fTPAMI.2015.2424894&partnerID=40&md5=c447b6364b848745b2be27a897783820","Graph matching - aligning a pair of graphs to minimize their edge disagreements - has received wide-spread attention from both theoretical and applied communities over the past several decades, including combinatorics, computer vision, and connectomics. Its attention can be partially attributed to its computational difficulty. Although many heuristics have previously been proposed in the literature to approximately solve graph matching, very few have any theoretical support for their performance. A common technique is to relax the discrete problem to a continuous problem, therefore enabling practitioners to bring gradient-descent-type algorithms to bear. We prove that an indefinite relaxation (when solved exactly) almost always discovers the optimal permutation, while a common convex relaxation almost always fails to discover the optimal permutation. These theoretical results suggest that initializing the indefinite algorithm with the convex optimum might yield improved practical performance. Indeed, experimental results illuminate and corroborate these theoretical findings, demonstrating that excellent results are achieved in both benchmark and real data problems by amalgamating the two approaches. © 1979-2012 IEEE.","Assignment problem; Convex optimization; Frank-Wolfe; Graph matching; Random graphs"
"Zhang Z., Torr P.H.S.","Object Proposal Generation Using Two-Stage Cascade SVMs",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7102767,"102","115",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961615159&doi=10.1109%2fTPAMI.2015.2430348&partnerID=40&md5=86a02420ff37fe5140125fc32000df84","Object proposal algorithms have shown great promise as a first step for object recognition and detection. Good object proposal generation algorithms require high object detection recall rate as well as low computational cost, because generating object proposals is usually utilized as a preprocessing step. The problem of how to accelerate the object proposal generation and evaluation process without decreasing recall is thus of great interest. In this paper, we propose a new object proposal generation method using two-stage cascade support vector machines (SVMs), where in the first stage linear filters are learned for predefined quantized scales/aspect-ratios independently, and in the second stage a global linear classifier is learned across all the quantized scales/aspect-ratios for calibration, so that all the windows from the first stage can be compared properly. The windows with highest scores from the second stage are kept as inputs to our new efficient proposal calibration algorithm to improve their localization quality significantly, resulting in our final object proposals. We explain our scale/aspect-ratio quantization scheme, and investigate the effects of combinations of ell-1 and ell-2 regularizers in cascade SVMs with/without ranking constraints in learning. Comprehensive experiments on VOC2007 dataset are conducted, and our method is comparable with the current state-of-the-art methods with much better computational efficiency. © 1979-2012 IEEE.","2D convolution; Cascade SVMs; Linear filters; Object proposal generation; Scale/Aspect-ratio quantization"
"Kan M., Shan S., Zhang H., Lao S., Chen X.","Multi-View Discriminant Analysis",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7110624,"188","194",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961625718&doi=10.1109%2fTPAMI.2015.2435740&partnerID=40&md5=4268bf1b1857438a63e564176c1af4e9","In many computer vision systems, the same object can be observed at varying viewpoints or even by different sensors, which brings in the challenging demand for recognizing objects from distinct even heterogeneous views. In this work we propose a Multi-view Discriminant Analysis (MvDA) approach, which seeks for a single discriminant common space for multiple views in a non-pairwise manner by jointly learning multiple view-specific linear transforms. Specifically, our MvDA is formulated to jointly solve the multiple linear transforms by optimizing a generalized Rayleigh quotient, i.e., maximizing the between-class variations and minimizing the within-class variations from both intra-view and inter-view in the common space. By reformulating this problem as a ratio trace problem, the multiple linear transforms are achieved analytically and simultaneously through generalized eigenvalue decomposition. Furthermore, inspired by the observation that different views share similar data structures, a constraint is introduced to enforce the view-consistency of the multiple linear transforms. The proposed method is evaluated on three tasks: face recognition across pose, photo versus. sketch face recognition, and visual light image versus near infrared image face recognition on Multi-PIE, CUFSF and HFB databases respectively. Extensive experiments show that our MvDA achieves significant improvements compared with the best known results. © 1979-2012 IEEE.","Common Space; Cross-view Recognition; Heterogeneous Recognition; Multi-view Discriminant Analysis"
"Zhou X., Zhu M., Leonardos S., Daniilidis K.","Sparse representation for 3D shape estimation: A convex relaxation approach",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","PP","99", 7558185,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988422031&doi=10.1109%2fTPAMI.2016.2605097&partnerID=40&md5=ce5bcfe7f825a9afd572a7a3b8be672e","We investigate the problem of estimating the 3D shape of an object defined by a set of 3D landmarks, given their 2D correspondences in a single image. A successful approach to alleviating the reconstruction ambiguity is the 3D deformable shape model and a sparse representation is often used to capture complex shape variability. But the model inference is still a challenge due to the nonconvexity in optimization resulted from the joint estimation of shape and viewpoint. In contrast to prior work that relies on an alternating scheme with solutions depending on initialization, we propose a convex approach to addressing this challenge and develop an efficient algorithm to solve the proposed convex program. We further propose a robust model to handle gross errors in the 2D correspondences. We demonstrate the exact recovery property of the proposed method, the advantage compared to nonconvex baseline methods and the applicability to recover 3D human poses and car models from single images. © 1979-2012 IEEE.","3D reconstruction; convex optimization; sparse representation"
"Lombardi S., Nishino K.","Reflectance and Illumination Recovery in the Wild",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7102772,"129","141",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961629089&doi=10.1109%2fTPAMI.2015.2430318&partnerID=40&md5=056cd0308e3c92c38a8ef57fc3242697","The appearance of an object in an image encodes invaluable information about that object and the surrounding scene. Inferring object reflectance and scene illumination from an image would help us decode this information: reflectance can reveal important properties about the materials composing an object; the illumination can tell us, for instance, whether the scene is indoors or outdoors. Recovering reflectance and illumination from a single image in the real world, however, is a difficult task. Real scenes illuminate objects from every visible direction and real objects vary greatly in reflectance behavior. In addition, the image formation process introduces ambiguities, like color constancy, that make reversing the process ill-posed. To address this problem, we propose a Bayesian framework for joint reflectance and illumination inference in the real world. We develop a reflectance model and priors that precisely capture the space of real-world object reflectance and a flexible illumination model that can represent real-world illumination with priors that combat the deleterious effects of image formation. We analyze the performance of our approach on a set of synthetic data and demonstrate results on real-world scenes. These contributions enable reliable reflectance and illumination inference in the real world. © 1979-2012 IEEE.","DSBRDF; natural illumination estimation; real-world reflectance; Reflectance estimation"
"Purkait P., Chin T.-J., Sadri A., Suter D.","Clustering with Hypergraphs: The Case for Large Hyperedges",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","PP","99", 7582510,"","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992076931&doi=10.1109%2fTPAMI.2016.2614980&partnerID=40&md5=b1830aedb2fcf0c1695d1df5ebbf1c38","The extension of conventional clustering to hypergraph clustering, which involves higher order similarities instead of pairwise similarities, is increasingly gaining attention in computer vision. This is due to the fact that many clustering problems require an affinity measure that must involve a subset of data of size more than two. In the context of hypergraph clustering, the calculation of such higher order similarities on data subsets gives rise to hyperedges. Almost all previous work on hypergraph clustering in computer vision, however, has considered the smallest possible hyperedge size, due to a lack of study into the potential benefits of large hyperedges and effective algorithms to generate them. In this paper, we show that large hyperedges are better from both a theoretical and an empirical standpoint. We then propose a novel guided sampling strategy for large hyperedges, based on the concept of random cluster models. Our method can generate large pure hyperedges that significantly improve grouping accuracy without exponential increases in sampling costs. We demonstrate the efficacy of our technique on various higher-order grouping problems. In particular, we show that our approach improves the accuracy and efficiency of motion segmentation from dense, long-term, trajectories. © 2016 IEEE.","Higher order grouping; hypergraph clustering; motion segmentation"
"Jalba A.C., Sobiecki A., Telea A.C.","An Unified Multiscale Framework for Planar, Surface, and Curve Skeletonization",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7066924,"30","45",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961620572&doi=10.1109%2fTPAMI.2015.2414420&partnerID=40&md5=d55aa47d6b2cf153559a2e97299cf519","Computing skeletons of 2D shapes, and medial surface and curve skeletons of 3D shapes, is a challenging task. In particular, there is no unified framework that detects all types of skeletons using a single model, and also produces a multiscale representation which allows to progressively simplify, or regularize, all skeleton types. In this paper, we present such a framework. We model skeleton detection and regularization by a conservative mass transport process from a shape's boundary to its surface skeleton, next to its curve skeleton, and finally to the shape center. The resulting density field can be thresholded to obtain a multiscale representation of progressively simplified surface, or curve, skeletons. We detail a numerical implementation of our framework which is demonstrably stable and has high computational efficiency. We demonstrate our framework on several complex 2D and 3D shapes. © 1979-2012 IEEE.","based shape processing; Medial axes; Physically; Skeleton regularization"
"Koppula H.S., Saxena A.","Anticipating Human Activities Using Object Affordances for Reactive Robotic Response",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7102751,"14","29",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961588783&doi=10.1109%2fTPAMI.2015.2430335&partnerID=40&md5=8b695548eb29e2ac583f1cde7c8b423d","An important aspect of human perception is anticipation, which we use extensively in our day-to-day activities when interacting with other humans as well as with our surroundings. Anticipating which activities will a human do next (and how) can enable an assistive robot to plan ahead for reactive responses. Furthermore, anticipation can even improve the detection accuracy of past activities. The challenge, however, is two-fold: We need to capture the rich context for modeling the activities and object affordances, and we need to anticipate the distribution over a large space of future human activities. In this work, we represent each possible future using an anticipatory temporal conditional random field (ATCRF) that models the rich spatial-temporal relations through object affordances. We then consider each ATCRF as a particle and represent the distribution over the potential futures using a set of particles. In extensive evaluation on CAD-120 human activity RGB-D dataset, we first show that anticipation improves the state-of-the-art detection results. We then show that for new subjects (not seen in the training set), we obtain an activity anticipation accuracy (defined as whether one of top three predictions actually happened) of 84.1, 74.4 and 62.2 percent for an anticipation time of 1, 3 and 10 seconds respectively. Finally, we also show a robot using our algorithm for performing a few reactive responses. © 1979-2012 IEEE.","3D Activity Understanding; Human Activity Anticipation; Machine Learning; RGBD Data; Robotics Perception"
"Dong J., Chen Q., Huang Z., Yang J., Yan S.","Parsing Based on Parselets: A Unified Deformable Mixture Model for Human Parsing",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","1", 7080924,"88","101",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961566804&doi=10.1109%2fTPAMI.2015.2420563&partnerID=40&md5=6a8d698599240adcb7183ab938faf63e","Human parsing, namely partitioning the human body into semantic regions, has drawn much attention recently for its wide applications in human-centric analysis. Previous works often consider solving the problem of human pose estimation as the prerequisite of human parsing. We argue that these approaches cannot obtain optimal pixel-level parsing due to the inconsistent targets between the different tasks. In this work, we directly address the problem of human parsing by using the novel Parselet representation as the building blocks of our parsing model. Parselets are a group of parsable segments which can generally be obtained by low-level over-segmentation algorithms and bear strong semantic meaning. We then build a deformable mixture parsing model (DMPM) for human parsing to simultaneously handle the deformation and multi-modalities of Parselets. The proposed model has two unique characteristics: (1) the possible numerous modalities of Parselet ensembles are exhibited as the 'And-Or' structure of sub-trees; (2) to further solve the practical problem of Parselet occlusion or absence, we directly model the visibility property at some leaf nodes. The DMPM thus directly solves the problem of human parsing by searching for the best graph configuration from a pool of Parselet hypotheses without intermediate tasks. Fast rejection based on hierarchical filtering is employed to ensure the overall efficiency. Comprehensive evaluations on a new large-scale human parsing dataset, which is crawled from the Internet, with high resolution and thoroughly annotated semantic labels at pixel-level, and also a benchmark dataset demonstrate the encouraging performance of the proposed approach. © 1979-2012 IEEE.","And Or Graph; Deformable Model; Human Parsing; Parselets"
