Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
"Preve D.","Linear programming-based estimators in nonnegative autoregression",2015,"Journal of Banking and Finance","61",,,"S225","S234",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941662959&doi=10.1016%2fj.jbankfin.2015.08.010&partnerID=40&md5=f13e22ac6c0a8fdcc604b55d8698e1b9","This note studies robust estimation of the autoregressive (AR) parameter in a nonlinear, nonnegative AR model driven by nonnegative errors. It is shown that a linear programming estimator (LPE), considered by Nielsen and Shephard (2003) among others, remains consistent under severe model misspecification. Consequently, the LPE can be used to test for, and seek sources of, misspecification when a pure autoregression cannot satisfactorily describe the data generating process, and to isolate certain trend, seasonal or cyclical components. Simple and quite general conditions under which the LPE is strongly consistent in the presence of serially dependent, non-identically distributed or otherwise misspecified errors are given, and a brief review of the literature on LP-based estimators in nonnegative autoregression is presented. Finite-sample properties of the LPE are investigated in an extensive simulation study covering a wide range of model misspecifications. A small scale empirical study, employing a volatility proxy to model and forecast latent daily return volatility of three major stock market indexes, illustrates the potential usefulness of the LPE. Â© 2015 Elsevier B.V.","Dependent non-identically distributed errors; Heavy-tailed errors; Linear programming estimator; Nonlinear nonnegative autoregression; Robust estimation; Strong convergence"
"Lamoureux C.G., Nejadmalayeri A.","Costs of capital and public issuance choice",2015,"Journal of Banking and Finance","61",,,"27","45",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941312959&doi=10.1016%2fj.jbankfin.2015.08.028&partnerID=40&md5=79307dcdc6719cee362158b4364410db","The choices of firms raising external capital conform to standard static choice theory in that the higher the (relative) cost of an alternative-both at the overall market level and at the firm level-the less attractive is that alternative. Price elasticities of demand are smaller for more profitable and tangible firms, and larger for larger and more liquid firms. Firm fixed effects account for one-third of the explained choice variation of multiple issuers. Short-term debt is more attractive when the yield curve is steeply sloped, but the demand for equity is inelastic with respect to the market price-earnings multiple. © 2015 Elsevier B.V.","External financing choice; Hierarchical multinomial probit; Market conditions"
"Escobar M., Ferrando S., Rubtsov A.","Robust portfolio choice with derivative trading under stochastic volatility",2015,"Journal of Banking and Finance","61",,,"142","157",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942522824&doi=10.1016%2fj.jbankfin.2015.08.033&partnerID=40&md5=5dfceaada14595b6c90741dcbb42e333","We determine the optimal portfolio for an ambiguity averse investor who has access to stock and derivatives markets. The stock price follows a stochastic volatility jump-diffusion process and the investor can have different levels of uncertainty about the diffusion parts of the stock and its volatility. We find strong evidence that the optimal exposures to stock and volatility risks are significantly affected by the ambiguity aversion to the corresponding risk factor only. We also show that volatility ambiguity has a smaller impact in incomplete markets. Investors who ignore jump risk/model uncertainty/derivatives always incur welfare losses. In our numerical example, the loss from neglecting model uncertainty can be almost as much as the loss from not trading the derivatives. © 2015 Elsevier B.V..","Ambiguity; G11; Robust portfolio choice; Stochastic volatility; Welfare loss"
"Agénor P.-R., Zilberman R.","Loan Loss Provisioning Rules, Procyclicality, and Financial Volatility",2015,"Journal of Banking and Finance","61",,,"301","315",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944675612&doi=10.1016%2fj.jbankfin.2015.08.035&partnerID=40&md5=69edafd9521f8f16b8487351d0590ec9","Interactions between loan-loss provisioning regimes and business cycle fluctuations are studied in a dynamic stochastic general equilibrium model with credit market imperfections. With a specific provisioning system, provisions are triggered by past due payments. With a dynamic system, both past due payments and expected losses over the whole business cycle are accounted for, and provisions are smoothed over the cycle. Numerical experiments with a parameterized version of the model show that a dynamic provisioning regime can be highly effective in mitigating procyclicality of the financial system. The results also indicate that the combination of a credit gap-augmented Taylor rule and a dynamic provisioning system with full smoothing may be the most effective way to mitigate real and financial volatility associated with financial shocks. © 2015 Elsevier B.V.","DSGE models; Financial volatility; Loan-loss provisioning systems"
"Chatrath A., Christie-David R.A., Miao H., Ramchander S.","Short-term options: Clienteles, market segmentation, and event trading",2015,"Journal of Banking and Finance","61",,,"237","250",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943239053&doi=10.1016%2fj.jbankfin.2015.09.001&partnerID=40&md5=aaaef327cc873095f99444ab1d82f538","We compare clientele and information share in weekly- (Weeklys) and monthly-expiring options (Monthlys) on the S&P 500 index. Striking dissimilarities between the two instruments are found, most apparent being the much smaller trade size and substantially higher implied volatility in Weeklys, consistent with both speculation and event trading. Additionally, the price discovery contribution of Weeklys, albeit modest when compared to the underlying index itself, is substantially larger than that of Monthlys. The cumulative evidence points to an increasingly segmented options market. Thus, studies employing only standard options to investigate price discovery will likely underestimate the informational role of options. © 2015 Elsevier B.V.","Greeks; Implied volatility; Monthlys; Price discovery; Spread; Weeklys"
"Cai Z., Ren Y., Yang B.","A semiparametric conditional capital asset pricing model",2015,"Journal of Banking and Finance","61",,,"117","126",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942524759&doi=10.1016%2fj.jbankfin.2015.09.002&partnerID=40&md5=f399ebd5780dafb9d323a3e94b0df7c1","This paper proposes using a functional coefficient regression technique to estimate time-varying betas and alpha in the conditional capital asset pricing model (CAPM). Functional coefficient representation relaxes the strict assumptions regarding the structure of betas and alpha by combining the predictors into an index. Appropriate index variables are selected by applying the smoothly clipped absolute deviation penalty. In such a way, estimation and variable selection can be done simultaneously. Based on the empirical studies, the proposed model performs better than the alternatives in explaining asset returns and we find no strong evidence to reject the conditional CAPM. © 2015 Elsevier B.V.","Conditional capital asset pricing model; Functional coefficient regression; Smoothly clipped absolute deviation penalty; Variable selection"
"Iosifidi M., Kokas S.","Who lends to riskier and lower-profitability firms? Evidence from the syndicated loan market",2015,"Journal of Banking and Finance","61",,,"S14","S21",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924104564&doi=10.1016%2fj.jbankfin.2015.02.008&partnerID=40&md5=89dc98ab5f1a6a9b3c39b09e182648fd","This paper exploits a unique data set on bank–firm relationships based on syndicated loan deals to examine the effect of banks’ credit risk and capital on firms’ risk and performance. Our data set is a multilevel cross-section, which essentially allows controlling for all bank and firm characteristics through respective fixed effects, thus avoiding concerns regarding omitted variables. We find that banks with higher credit risk are associated with more risky firms, with lower profitability and market value. In turn, we find that banks with higher risk-weighted capital ratios lend to riskier firms with less market value. Our results are indicative of a strong adverse selection mechanism and highlight the need to monitor the risky banks more closely, especially as we consider large and influential syndicated loan deals. © 2015 Elsevier B.V.","Bank–firm relationships; Performance; Risk; Syndicated loans"
"Kang W., Ratti R.A., Yoon K.H.","Time-varying effect of oil market shocks on the stock market",2015,"Journal of Banking and Finance","61",,,"S150","S163",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941248138&doi=10.1016%2fj.jbankfin.2015.08.027&partnerID=40&md5=e6b4e59a4251b12788e0fcfe48cafef7","A mixture innovation time-varying parameter VAR model is used to examine the impact of structural oil price shocks on U.S. stock market return. Time variation is evident in both the coefficients and the variance-covariance matrix. The standard deviations of the demand side structural shocks reached forty year peaks during the global financial crisis and have remained high since. In the real stock return equation the coefficient of global real economic activity has declined since the late 1990s and that of oil-market specific demand oil shock has been lower since the early 1990s than before. The structural oil shocks account for 25.7% of the long-run variation in real stock returns overall, with substantial change in levels and sources of contribution over time. The contribution of shocks to global real economic activity to real stock return variation rose sharply to 22% in 2009 (and remains 17% over 2009-2012). The contribution of oil-market specific demand price shocks rose unevenly from 5% in the mid-1970s to about 15% in 2007, with a subsequent decline. The contribution of oil supply shocks has trended downward from 17% to 5% over 1973-2012. Â© 2015 The Authors.","Mixture innovation; Oil shocks; Real stock return; Time-varying parameter VAR"
"Ding X.S., Ni Y., Rahman A., Saadi S.","Housing price growth and the cost of equity capital",2015,"Journal of Banking and Finance","61",,,"283","300",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944063716&doi=10.1016%2fj.jbankfin.2015.09.017&partnerID=40&md5=587c60f678bcedeca43d1d78f5cafeb9","Building on recent research linking changes in housing prices to investors' degree of risk aversion, we posit that there is a negative relation between growth in housing prices and a firm's cost of equity capital. Consistent with our hypothesis, we find that firms located in states with positive growth rates in housing prices exhibit lower costs of equity capital. We also observe that the effect of changes in housing prices is mainly driven by smaller firms. This housing effect is not only statistically significant but also economically important. Our results hold across various measures of growth rates in housing prices and are robust to controlling for potential biases due to measurement errors in estimating the implied cost of equity capital. This study is the first to establish an association between growth rates in housing prices and firms' cost of equity capital. It also contributes to the emerging literature on the economic importance of a firm's geographic location. © 2015 Elsevier B.V.","Geographic location; Housing price growth; Implied cost of equity capital; Local bias"
"Norton H., Gray S., Faff R.","Yes, one-day international cricket 'in-play' trading strategies can be profitable!",2015,"Journal of Banking and Finance","61",,,"S164","S176",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940840190&doi=10.1016%2fj.jbankfin.2015.08.031&partnerID=40&md5=fd234f2c7b5dfd6d0aa172e43a25aacd","In this study, we employ a Monte Carlo simulation technique for estimating the conditional probability of victory at any stage in the first or second innings of a one-day international (ODI) cricket match. This model is then used to test market efficiency in the Betfair 'in-play' market for large sample of ODI matches. We find strong evidence of overreaction in the first innings. A trading strategy of betting on the batting team after the fall of a wicket produces a significant profit of 20%. We also find some evidence of underreaction in the second innings although it is less economically and statistically significant than the first innings overreaction. We also implement trades when the discrepancy between the probability of victory implied by current market odds differs substantially from the odds estimated by our Monte Carlo simulation model. We document a number of trading strategies that yield large statistically significant positive returns in both the first and second innings. Â© 2015 Elsevier B.V.","In-play betting markets; Monte Carlo simulation; ODI cricket; Trading strategies; Web-scraping"
"Curi C., Lozano-Vivas A., Zelenyuk V.","Foreign bank diversification and efficiency prior to and during the financial crisis: Does one business model fit all?",2015,"Journal of Banking and Finance","61",,,"S22","S35",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932178589&doi=10.1016%2fj.jbankfin.2015.04.019&partnerID=40&md5=b3c34448d82ce49d6ff4551076e47db0","Diversified and focused business models may affect foreign bank efficiency differently. We investigate whether there is an optimal business model along three business dimensions—assets, funding and income—and which business model is optimal for foreign banks in a financial center. We apply recently developed non-parametric methods with bootstrap to estimate group efficiency, to test for differences across groups and finally to analyze the link between bank efficiency and diversification measures. Using Luxembourg bank data that include the financial crisis, we find that there is no unique business model. The most efficient business model appears to be a focused asset, funding and income strategy. Banks’ organizational forms play a role; branches may be preferable to subsidiaries prior to the financial crisis, whereas bank subsidiaries perform better than branches during the financial crisis. However, branches diversified in assets, funding and income exploit efficiency advantages during the financial crisis. © 2015 Elsevier B.V.","Asset; DEA group-efficiency; Financial crisis; Foreign banks; funding and income diversification; Heterogeneous bootstrap; Organizational form"
"Gehde-Trapp M., Gündüz Y., Nasev J.","The liquidity premium in CDS transaction prices: Do frictions matter?",2015,"Journal of Banking and Finance","61",,,"184","205",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943243986&doi=10.1016%2fj.jbankfin.2015.08.024&partnerID=40&md5=54d8dc407b3ed9212d248bb516e4d508","Based on individual CDS transactions cleared by the Depository Trust & Clearing Corporation, we show that illiquidity strongly affects credit default swap premiums. We identify the following effects: first, transaction direction affects prices, as buy (sell) orders lead to premium increases (decreases). Second, larger transactions have a higher price impact. This finding stands in stark contrast to corporate bond markets. Third, traders charge higher premiums as a price for liquidity provision, not as compensation for asymmetric information. Fourth, buy-side investors pay significantly higher prices than dealers for demanding liquidity. Finally, inventory risk seems to matter little in explaining liquidity premiums. © 2015 Elsevier B.V.","CDS; DTCC; Illiquidity; Immediacy; Market power; Temporary price impact"
"Moenninghoff S.C., Ongena S., Wieandt A.","The perennial challenge to counter Too-Big-to-Fail in banking: Empirical evidence from the new international regulation dealing with Global Systemically Important Banks",2015,"Journal of Banking and Finance","61",,,"221","236",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943245908&doi=10.1016%2fj.jbankfin.2015.01.017&partnerID=40&md5=1e004b6087620a33d56f93ded58763af","This paper provides evidence on how the new international regulation on Global Systemically Important Banks (G-SIBs) impacts the market value of large banks. We analyze the stock price reactions for the 300 largest banks from 52 countries across 12 relevant regulatory announcement and designation events. We observe that the new regulation negatively affects the value of the newly regulated banks, yet that the official designation of banks as ""globally systemically important"" itself has a partly offsetting positive impact. A cross-sectional analysis of the valuation effects with respect to, for example, government ownership of banks supports the view that the positive reaction to these designations can be attributed to a Too-Big-to-Fail (TBTF) perception by investors. The fact that these valuation effects emerge from a regulation specifically designed to reduce the costs and risks of Too-Big-to-Fail demonstrates the inherently paradoxical nature of the new regulation. These results further suggest that even though the individual components of the regulation have been effective, revealing the identities of G-SIBs eliminated ambiguity about the presence of government guarantees, and thereby may have run counter to the regulators' intent to contain the effects of TBTF. © 2015 Elsevier B.V.","Bank regulation; G-SIB; Global systemically important bank; TBTF; Too-Big-to-Fail; Unintended consequences"
"Shi Y., Ho K.-Y.","Long memory and regime switching: A simulation study on the Markov regime-switching ARFIMA model",2015,"Journal of Banking and Finance","61",,,"S189","S204",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941585110&doi=10.1016%2fj.jbankfin.2015.08.025&partnerID=40&md5=a1d53f28435ba89898e96e468da4f51f","Recent research argues that if the cause of confusion between long memory and regime switching were properly controlled for, they could be effectively distinguished. Motivated by this idea, our study aims to distinguish between them of financial series. We firstly model long memory and regime switching via the Autoregressive Fractionally Integrated Moving Average (ARFIMA) and Markov Regime-Switching (MRS) models, respectively. Their finite-sample properties and the confusion are investigated via simulations. To control for the cause of this confusion, we propose the MRS-ARFIMA model. A Monte Carlo study shows that this framework can effectively distinguish between the pure ARFIMA and pure MRS processes. Furthermore, MRS-ARFIMA outperforms the ordinary ARFIMA model for data simulated from the MRS-ARFIMA process. Finally, empirical studies of hourly and five-minute Garman-Klass and realized volatility of the FTSE index is conducted to demonstrate the advantages and usefulness of the proposed MRS-ARFIMA framework compared with the ARFIMA and MRS models in practice. Â© 2015 Elsevier B.V.","ARFIMA; Long memory; Markov Regime-Switching ARFIMA; Regime switching"
"Shaffer S., Spierdijk L.","The Panzar-Rosse revenue test and market power in banking",2015,"Journal of Banking and Finance","61",,,"340","347",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946067300&doi=10.1016%2fj.jbankfin.2015.09.019&partnerID=40&md5=c1ac5679233fbbea6ec42e5298915a0e","The Panzar-Rosse H statistic is a commonly used measure of market power in banking. It is widely believed that H>. 0 is inconsistent with significant market power. This study rigorously disproves that perception. Instead, the possibility of H>. 0 under conditions of substantial market power turns out robust to the timing of banks' actions, relative costs, choice of strategic variable, degree of product differentiation, strategy (static or dynamic), and degree of heterogeneity in banks' conduct (collusive versus fringe), and hence may be common in practice. © 2015 Elsevier B.V.","Banking competition; Banking oligopoly; D43; L13; Panzar-Rosse method"
"Magron C., Merli M.","Repurchase behavior of individual investors, sophistication and regret",2015,"Journal of Banking and Finance","61",,,"15","26",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941042403&doi=10.1016%2fj.jbankfin.2015.08.021&partnerID=40&md5=6e165e6e0c67d4762843be01d4014b00","This study uses a database of over 6 million trades from a large European brokerage house to investigate the stock repurchase behavior of individual investors from 1999 to 2006. Running survival analysis techniques, we show at an individual level that the duration between a sale and a repurchase is shorter when the investor has had a positive experience with the stock or when the stock has lost value since being sold. More sophisticated investors are significantly less prone to this behavior. Our findings emphasize the importance of regret in financial decisions. Public and private information, tax considerations and contrarian strategy do not drive repurchase behavior. © 2015 Elsevier B.V..","Individual investors; Investors sophistication; Regret; Repurchase behavior"
"Jondeau E., Lahaye J., Rockinger M.","Estimating the price impact of trades in a high-frequency microstructure model with jumps",2015,"Journal of Banking and Finance","61",,,"S205","S224",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948845462&doi=10.1016%2fj.jbankfin.2015.09.005&partnerID=40&md5=c4bb6c1cfb3fdd5fb56ff8c3f8810777","We estimate a general microstructure model of the transitory and permanent impact of order flow on stock prices. Jumps are detected in both the transaction price (observation equation) and fundamental value (state equation). The model's parameters and variances are updated in real time. Prices can be altered by both the size and direction of trades, and the effects of buy-initiated and sell-initiated trades are different. We estimate this model using tick-by-tick data for 12 large-capitalization stocks traded on the Euronext-Paris Bourse. We find that, at tick frequency, the overnight return, the intraday jumps, and the continuous innovations represent approximately 7%, 8.5%, and 36.7% of the total variation of stock returns. The microstructure model explains on average 47.7% of the total variation. Once jumps are filtered and parameters are estimated in real time, we also find that the price impact of trades is symmetric on average. However, the price of highly liquid stocks with a large proportion of sell-initiated orders tends to be more sensitive to buy trades, whereas the price of less liquid stocks with a large proportion of buy-initiated orders tends to be more sensitive to sell trades. Â© 2015 Elsevier B.V.","Jumps; Kalman filter; Microstructure model; Noise; Particle filter; Volatility"
"Lutz C.","The impact of conventional and unconventional monetary policy on investor sentiment",2015,"Journal of Banking and Finance","61",,,"89","105",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942525913&doi=10.1016%2fj.jbankfin.2015.08.019&partnerID=40&md5=277abf0b83d30de13dfb0cdc4028c150","This paper examines the relationship between monetary policy and investor sentiment across conventional and unconventional monetary policy regimes. During conventional times, we find that a surprise decrease in the fed funds rate leads to a large increase in investor sentiment. Similarly, when the fed funds rate is at its zero lower bound, research results indicate that expansionary unconventional monetary policy shocks also have a large and positive impact on investor mood. Together, our findings highlight the importance of both conventional and unconventional monetary policy in the determination of investor sentiment. © 2015 Elsevier B.V.","Investor sentiment; Monetary policy; Unconventional monetary policy"
"Upreti V., Adams M.","The strategic role of reinsurance in the United Kingdom's (UK) non-life insurance market",2015,"Journal of Banking and Finance","61",,,"206","219",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943250971&doi=10.1016%2fj.jbankfin.2015.09.010&partnerID=40&md5=b01ae1fdb14528813af4bb0f8ce95628","Using panel data for five main lines of insurance in the United Kingdom's (UK) non-life insurance market we demonstrate that by increasing the level of reinsurance, primary insurers increase their product-market share at the expense of less reinsured rivals. We also observe that the influence of reinsurance and other financial variables on insurers' growth in product-market share differs across lines of insurance business. We conclude that reinsurance performs an important strategic function in insurance markets through its impact on product-market outcomes in competitive insurance markets. Additionally, we find that leverage is the most important factor affecting product-market share at the aggregate business level of the insurance firm. © 2015 Elsevier B.V.","Insurance; Reinsurance; Strategy; United kingdom"
"Altuntas M., Berry-Stölzle T.R., Wende S.","Does one size fit all? Determinants of insurer capital structure around the globe",2015,"Journal of Banking and Finance","61",,,"251","271",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944054585&doi=10.1016%2fj.jbankfin.2015.09.012&partnerID=40&md5=c00da94bc1b62db27891f606ccd307a2","As financial markets become more global, the question arises whether any country specific considerations are still relevant for insurance companies' capital structure. This research examines this question with firm-level data across a broad range of countries including those in developing markets. What we find is that the optimal capital structure of insurance companies is not homogeneous across countries. We find that country-level factors explain a substantial fraction of the cross-sectional variation in insurance companies' capitalization levels. Our results add to the current policy discussion on global regulatory capital requirements. If insurer capital structure is not homogeneous across countries, a global capital standard - if desired - should take differences in the institutional environments across countries into account to avoid market distortions. © 2015 Elsevier B.V.","Capital structure; Financial institutions; Insurance markets; International finance; Regulation"
"Dark J.","Futures hedging with Markov switching vector error correction FIEGARCH and FIAPARCH",2015,"Journal of Banking and Finance","61",,,"S269","S285",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940752572&doi=10.1016%2fj.jbankfin.2015.08.017&partnerID=40&md5=18d661923c1d7783ac35a47ba30c24be","Markov switching vector error correction asymmetric long memory volatility models with fat tailed innovations are proposed. Bivariate two state versions of the models are applied to a futures hedge of the S&P500. Regime switches occur between high and low cost of carry states via changes in the error correction term or basis. Regime identification is therefore dominated by switches in the mean, not volatility. Relative to a number of alternatives, the proposed models provide superior out of sample forecasts of the covariance matrix particularly for horizons greater than 10. days ahead. When hedging, Markov switching with long memory improves the tail risk of hedged returns beyond 10. day horizons, however there is mixed support for models with volatility asymmetries. These findings have important implications for the development of multivariate models and other applications including portfolio management, spread option pricing and arbitrage. Â© 2015 Elsevier B.V.","Cointegration; Dynamic futures hedging; Long memory; Markov switching; Volatility asymmetry"
"Perez M.F., Shkilko A., Sokolov K.","Factor models for binary financial data",2015,"Journal of Banking and Finance","61",,,"S177","S188",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940099399&doi=10.1016%2fj.jbankfin.2015.08.012&partnerID=40&md5=882ff6ec65bb5061b232a1baa685f41e","Researchers are often interested in modeling binary decisions made by firms (e.g., the yes or no decisions to split the shares, initiate a dividend, or acquire another firm) as functions of economy-wide variables (common factors). Although factor models for continuous dependent variables are used widely, the toolkit of a financial researcher does not contain a generally accepted methodology that allows estimating factor models for binary dependent variables. In this paper, we study such a methodology. Using simulations, we identify data characteristics that allow for reliable estimates of factor parameters and conclude that the methodology is appropriate for the panel datasets of the type often used in finance. As an illustration, we use the methodology to address a currently debated issue of common factors in firms' decisions to split their shares. Â© 2015 Elsevier B.V.","Catering; Commonality; Factor analysis; Stock splits"
"Audrino F., Fengler M.R.","Are classical option pricing models consistent with observed option second-order moments? Evidence from high-frequency data",2015,"Journal of Banking and Finance","61",,,"46","63",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942320421&doi=10.1016%2fj.jbankfin.2015.08.018&partnerID=40&md5=24078fb1566cca0e288cc1ef8edf35f0","As a means of validating an option pricing model, we compare the ex-post intra-day realized variance of options with the realized variance of the associated underlying asset that would be implied using assumptions as in the Black and Scholes (BS) model, the Heston, and the Bates model. Based on data for the S&P 500 index, we find that the BS model is strongly directionally biased due to the presence of stochastic volatility. The Heston model reduces the mismatch in realized variance between the two markets, but deviations are still significant. With the exception of short-dated options, we achieve best approximations after controlling for the presence of jumps in the underlying dynamics. Finally, we provide evidence that, although heavily biased, the realized variance based on the BS model contains relevant predictive information that can be exploited when option high-frequency data is not available. © 2015 Elsevier B.V.","High frequency data; Jump diffusion; Option pricing; Realized variance; Stochastic volatility"
"Vazquez F., Federico P.","Bank funding structures and risk: Evidence from the global financial crisis",2015,"Journal of Banking and Finance","61",,,"1","14",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941118059&doi=10.1016%2fj.jbankfin.2015.08.023&partnerID=40&md5=4ca514f666ebfdfb37d2265ee49331d1","This paper analyzes the evolution of bank funding structures in the run up to the global financial crisis and studies the implications for financial stability, exploiting a bank-level dataset that covers about 11,000 banks in the U.S. and Europe during 2001-09. The results show that banks with weaker structural liquidity and higher leverage in the pre-crisis period were more likely to fail afterward. The likelihood of bank failure also increases with pre-crisis bank risk-taking. In the cross-section, the smaller domestically-oriented banks were relatively more vulnerable to liquidity risk, while the large cross-border (Global) banks were more vulnerable to solvency risk due to excessive leverage. In fact, a 3.5 percentage point increase in the pre-crisis capital buffers of Global banks would have caused a 48 percentage point in their probability of failure during the crisis. The results support the proposed Basel III regulations on structural liquidity and leverage, but suggest that emphasis should be placed on the latter, particularly for the systemically-important institutions. Macroeconomic and monetary conditions are also shown to be related with the likelihood of bank failure, providing a case for the introduction of a macro-prudential approach to banking regulation. © 2015 Elsevier B.V.","Bank capital; Bank liquidity creation; Basel III; Financial crisis; Macro-prudential regulations"
"He Z.L., Zhu J., Zhu X.","Multi-factor volatility and stock returns",2015,"Journal of Banking and Finance","61",,,"S132","S149",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949751865&doi=10.1016%2fj.jbankfin.2015.09.013&partnerID=40&md5=d698a70196ace37d64b811281da6b2bf","In light of inconclusive evidence on the relation between market volatility and stock returns, this paper proposes a multi-factor volatility model and examines its impact on cross-sectional pricing. We also evaluate the out-of-sample performance and economic significance of multi-factor volatility. We find that conditional variances of the size and value dynamic factor earn significant and positive variance risk premia. In addition, multi-factor volatility can significantly improve the out-of-sample return predictability with a positive economic gain in asset allocation. © 2015 Elsevier B.V.","Asset allocation; Cross-sectional returns; Multi-factor volatility; Out-of-sample predictability"
"Anufriev M., Panchenko V.","Connecting the dots: Econometric methods for uncovering networks with an application to the Australian financial institutions",2015,"Journal of Banking and Finance","61",,,"S241","S255",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945540560&doi=10.1016%2fj.jbankfin.2015.08.034&partnerID=40&md5=8b3f90500cdd150bf94b3e1665d12a3f","This paper connects variance-covariance estimation methods, Gaussian graphical models, and the growing literature on economic and financial networks. We construct the network using the concept of partial correlations which captures direct linear dependence between any two entities, conditional on dependence between all other entities. We relate the centrality measures of this network to shock propagation. The methodology is applied to construct the perceived network of publicly traded Australian banks and their connections to domestic economic sectors and international markets. We find strong links between the big four Australian banks, real estate and other sectors of the economy, and determine which entities play a central role in transmitting and absorbing the shocks. Â© 2015 Elsevier B.V.","Centrality measures; Networks; Partial correlations"
"Koch C.","Deposit interest rate ceilings as credit supply shifters: Bank level evidence on the effects of Regulation Q",2015,"Journal of Banking and Finance","61",,,"316","326",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944728440&doi=10.1016%2fj.jbankfin.2015.09.006&partnerID=40&md5=1362f27cb79ec69874df0b9eaca7f994","How did deposit interest rate ceilings, an important feature of the U.S. regulatory regime until the mid-1980s, affect individual banks' lending and the transmission of monetary policy to credit? I estimate the effect of deposit rate ceilings inscribed in Regulation Q on commercial banks' credit growth using a historical bank level data set starting in 1959. Banks' credit growth contracted sharply when legally fixed deposit rate ceilings were binding. Interaction terms with monetary policy suggest that the policy impact on bank level credit growth was non-linear and significantly larger when rate ceilings were in place. Bank size and capitalization mitigate these effects. At the bank level, short-term interest rates exceeding the legally fixed deposit rate ceilings identify policy induced credit supply shifts that disappeared with deposit rate deregulation and thus weakened the bank lending channel substantially since the early 1980s. © 2015 Published by Elsevier B.V.","Deregulation; Lending channel; Monetary transmission; Regulation Q"
"Erdemlioglu D., Laurent S., Neely C.J.","Which continuous-time model is most appropriate for exchange rates?",2015,"Journal of Banking and Finance","61",,,"S256","S268",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947309543&doi=10.1016%2fj.jbankfin.2015.09.014&partnerID=40&md5=41ea9fbb6e5cf5c869e6ea898c3e0f66","This paper evaluates the most appropriate ways to model diffusion and jump features of high-frequency exchange rates in the presence of intraday periodicity in volatility. We show that periodic volatility distorts the size and power of conventional tests of Brownian motion, jumps and (in)finite activity. We propose a correction for periodicity that restores the properties of the test statistics. Empirically, the most plausible model for 1-min exchange rate data features Brownian motion and both finite activity and infinite activity jumps. Test rejection rates vary over time, however, indicating time variation in the data generating process. We discuss the implications of results for market microstructure and currency option pricing. Â© 2015 Elsevier B.V.","Brownian motion; Exchange rates; High-frequency data; Intraday periodicity; Jumps; Volatility"
"Lu T.-H., Chen Y.-C., Hsu Y.-C.","Trend definition or holding strategy: What determines the profitability of candlestick charting?",2015,"Journal of Banking and Finance","61",,,"172","183",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943268590&doi=10.1016%2fj.jbankfin.2015.09.009&partnerID=40&md5=923dc3d17f09c747ff7df2261847d064","We ask what determines the profitability of candlestick trading strategies. Is it the definition of trend and/or the holding strategy that one uses in candlestick charting analysis? To answer this, we systematically consider three definitions of trend and four holding strategies. Applying candlestick trading strategies to the DJIA component data, we find that regardless of which definition of trend is used, eight three-day reversal patterns with a Caginalp-Laurent holding strategy are profitable when we set the transaction cost at 0.5% and after we account for data-snooping bias, while the patterns with a Marshall-Young-Rose holding strategy are not profitable. For sensitivity analysis, we also find that our results are not qualitatively changed on a lower transaction cost of 0.1%, or when we conduct the subsample analyses based on three equal periods and three distinct market conditions. When considering a more volatile market, evidence in favor of candlestick trading strategies is strengthened. © 2015 Elsevier B.V.","Behavioral finance; Candlestick; Step-SPA test; Technical analysis; Trading rules"
